"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,Date
Barbados,"106,645",,575,,"106,057",,13,,"370,266","1,996","794,426","2,758,203","288,023",North America,2023-03-05
Angola,"105,277",,"1,933",,"103,317",,27,,"3,006",55,"1,499,795","42,818","35,027,343",Africa,2023-03-05
Channel Islands,"101,382",,227,,"101,029",,126,,"574,523","1,286","1,252,808","7,099,551","176,463",Europe,2023-03-05
French Guiana,"98,041",,420,,"11,254",,"86,367",6,"312,065","1,337","651,257","2,072,951","314,169",South America,2023-03-05
DRC,"95,749",,"1,464",,"84,321",,"9,964",,"1,005",15,"846,704","8,890","95,240,792",Africa,2023-03-05
Senegal,"88,921",,"1,971",,"86,947",,3,,"5,037",112,"1,146,543","64,946","17,653,671",Africa,2023-03-05
Malawi,"88,702",,"2,686",,"85,580",,436,67,"4,395",133,"624,784","30,959","20,180,839",Africa,2023-03-05
Ivory Coast,"88,240",,834,,"87,375",,31,,"3,181",30,"1,680,188","60,564","27,742,298",Africa,2023-03-05
Suriname,"82,467",,"1,404",,,,,,"138,175","2,352","241,357","404,398","596,831",South America,2023-03-05
New Caledonia,"79,881",,314,,"79,558",,9,9,"274,585","1,079","98,964","340,182","290,915",Australia/Oceania,2023-03-05
French Polynesia,"77,957",,649,,,,,7,"274,338","2,284",,,"284,164",Australia/Oceania,2023-03-05
Eswatini,"74,267",+68,"1,425",2.0,"72,795",+69,47,,"62,682","1,203","1,048,704","885,119","1,184,817",Africa,2023-03-05
Guyana,"73,075",,"1,298",,"71,756",,21,,"92,029","1,635","722,237","909,567","794,045",South America,2023-03-05
Belize,"70,757",,688,,"70,056",,13,6,"171,661","1,669","576,016","1,397,453","412,190",North America,2023-03-05
Fiji,"68,897",,883,,"66,860",,"1,154",,"75,755",971,"668,967","735,560","909,466",Australia/Oceania,2023-03-05
Madagascar,"67,889",+24,"1,423",1.0,"66,445",+12,21,,"2,327",49,"526,651","18,050","29,178,077",Africa,2023-03-05
Sudan,"63,809",,"5,013",,"58,460",,336,,"1,387",109,"562,941","12,240","45,992,020",Africa,2023-03-05
Mauritania,"63,668",,997,,"62,441",,230,,"12,988",203,"1,009,957","206,030","4,901,981",Africa,2023-03-05
Cabo Verde,"63,244",,413,,"62,773",,58,23,"111,408",728,"401,622","707,482","567,678",Africa,2023-03-05
Bhutan,"62,620",,21,,"61,564",,"1,035",,"79,473",27,"2,303,734","2,923,739","787,941",Asia,2023-03-05
Syria,"57,467",,"3,164",,"54,303",,0,,"2,968",163,"146,269","7,553","19,364,809",Asia,2023-03-05
Burundi,"53,631",,38,,"53,569",,24,,"4,248",3,"345,742","27,386","12,624,840",Africa,2023-03-05
Seychelles,"50,665",,172,,"50,440",,53,,"509,575","1,730",,,"99,426",Africa,2023-03-05
Gabon,"48,981",,306,,"48,674",,1,,"21,008",131,"1,621,909","695,641","2,331,533",Africa,2023-03-05
Andorra,"47,875",,165,,"47,563",,147,14,"618,037","2,130","249,838","3,225,256","77,463",Europe,2023-03-05
Papua New Guinea,"46,809",,670,,"43,982",,"2,157",7,"5,037",72,"249,149","26,813","9,292,169",Australia/Oceania,2023-03-05
Curaçao,"45,986",,295,,"44,720",,971,3,"277,812","1,782","496,693","3,000,640","165,529",North America,2023-03-05
Aruba,"44,044",,236,,"42,438",,"1,370",2,"409,297","2,193","177,885","1,653,068","107,609",North America,2023-03-05
Tanzania,"42,846",,846,,,,,7,677,13,,,"63,298,550",Africa,2023-03-05
Mayotte,"42,004",,188,,,,,,"146,734",657,"176,919","618,038","286,259",Africa,2023-03-05
Mauritius,"41,752",,"1,043",,"40,030",,679,,"32,754",818,"358,675","281,374","1,274,727",Africa,2023-03-05
Togo,"39,394",+4,290,,"39,081",+3,23,,"4,538",33,"808,655","93,154","8,680,837",Africa,2023-03-05
Guinea,"38,267",,467,,"37,757",,43,8,"2,760",34,"660,107","47,607","13,865,691",Africa,2023-03-05
Isle of Man,"38,008",,116,,,,,,"443,335","1,353","150,753","1,758,422","85,732",Europe,2023-03-05
Bahamas,"37,491",,833,,"36,366",,292,1,"93,607","2,080","257,839","643,767","400,516",North America,2023-03-05
Lesotho,"34,790",,723,,"25,980",,"8,087",,"15,990",332,"431,221","198,199","2,175,699",Africa,2023-03-05
Faeroe Islands,"34,658",,28,,,,,5,"703,959",569,"778,000","15,802,409","49,233",Europe,2023-03-05
Haiti,"34,202",,860,,"33,052",,290,,"2,928",74,"132,422","11,337","11,680,283",North America,2023-03-05
Mali,"33,053",+2,743,,"32,150",+5,160,,"1,539",35,"796,609","37,097","21,473,764",Africa,2023-03-05
Cayman Islands,"31,472",,37,,"8,553",,"22,882",1,"467,797",550,"222,773","3,311,280","67,277",North America,2023-03-05
Saint Lucia,"30,004",,409,,"29,095",,500,,"162,085","2,209","210,983","1,139,752","185,113",North America,2023-03-05
Benin,"27,990",,163,,"27,825",,2,,"2,189",13,"604,310","47,268","12,784,726",Africa,2023-03-05
Somalia,"27,324",,"1,361",,"13,182",,"12,781",,"1,622",81,"400,466","23,778","16,841,795",Africa,2023-03-05
Congo,"25,375",,386,,"24,006",,983,,"4,377",67,"347,815","59,991","5,797,805",Africa,2023-03-05
Solomon Islands,"24,575",,153,,,,,1,"34,077",212,,,"721,159",Australia/Oceania,2023-03-05
Micronesia,"23,948",,61,,,,,1,"203,832",519,"54,967","467,848","117,489",Australia/Oceania,2023-03-05
San Marino,"23,583",,122,,"23,276",,185,4,"691,888","3,579","157,634","4,624,732","34,085",Europe,2023-03-05
Timor-Leste,"23,418",,138,,"23,102",,178,,"17,101",101,"278,529","203,391","1,369,429",Asia,2023-03-05
Burkina Faso,"22,056",,396,,"21,596",,64,,998,18,"248,995","11,265","22,102,838",Africa,2023-03-05
Liechtenstein,"21,426",,89,,"21,300",,37,1,"558,158","2,318","112,457","2,929,559","38,387",Europe,2023-03-05
Gibraltar,"20,433",,111,,"16,579",,"3,743",,"606,249","3,293","534,283","15,852,213","33,704",Europe,2023-03-05
Grenada,"19,680",,238,,"19,358",,84,4,"173,430","2,097","182,981","1,612,523","113,475",North America,2023-03-05
Bermuda,"18,814",,160,,"18,638",,16,,"303,750","2,583","1,027,859","16,594,698","61,939",North America,2023-03-05
Nicaragua,"18,491",,225,,"4,225",,"14,041",,"2,728",33,,,"6,779,100",North America,2023-03-05
South Sudan,"18,368",,138,,"18,115",,115,1,"1,581",12,"410,280","35,313","11,618,511",Africa,2023-03-05
Tajikistan,"17,786",,125,,"17,264",,397,,"1,786",13,,,"9,957,464",Asia,2023-03-05
Equatorial Guinea,"17,229",,183,,"16,907",,139,5,"11,512",122,"365,697","244,342","1,496,662",Africa,2023-03-05
Tonga,"16,807",,13,,"15,638",,"1,156",,"155,983",121,"535,009","4,965,327","107,749",Australia/Oceania,2023-03-05
Samoa,"16,607",,29,,"1,605",,"14,973",,"82,116",143,"187,397","926,612","202,239",Australia/Oceania,2023-03-05
Monaco,"16,115",,67,,"15,992",,56,4,"405,073","1,684","78,646","1,976,875","39,783",Europe,2023-03-05
Dominica,"15,760",,74,,"15,673",,13,,"217,848","1,023","229,344","3,170,187","72,344",North America,2023-03-05
Djibouti,"15,690",,189,,"15,427",,74,,"15,441",186,"305,941","301,094","1,016,097",Africa,2023-03-05
Marshall Islands,"15,618",,17,,"15,528",,73,,"260,053",283,,,"60,057",Australia/Oceania,2023-03-05
CAR,"15,368",,113,,"15,200",,55,2,"3,063",23,"81,294","16,205","5,016,678",Africa,2023-03-05
Gambia,"12,586",,372,,"12,189",,25,,"4,919",145,"155,686","60,851","2,558,482",Africa,2023-03-05
Saint Martin,"12,257",,63,,"1,399",,"10,795",7,"308,507","1,586","112,382","2,828,643","39,730",North America,2023-03-05
Vanuatu,"12,014",,14,,"11,976",,24,,"37,330",44,"24,976","77,606","321,832",Australia/Oceania,2023-03-05
Greenland,"11,971",,21,,"2,761",,"9,189",4,"210,117",369,"164,926","2,894,810","56,973",North America,2023-03-05
Yemen,"11,945",,"2,159",,"9,124",,662,23,383,69,"329,592","10,579","31,154,867",Asia,2023-03-05
Caribbean Netherlands,"11,676",,38,,"10,476",,"1,162",,"438,173","1,426","30,126","1,130,559","26,647",North America,2023-03-05
Sint Maarten,"11,020",,91,,"10,905",,24,,"250,648","2,070","62,056","1,411,454","43,966",North America,2023-03-05
Eritrea,"10,189",,103,,"10,086",,0,,"2,782",28,"23,693","6,470","3,662,244",Africa,2023-03-05
Niger,"9,931",,312,,"8,890",,729,1,381,12,"254,538","9,759","26,083,660",Africa,2023-03-05
St. Vincent Grenadines,"9,589",,123,,"9,466",,0,,"85,961","1,103","113,703","1,019,292","111,551",North America,2023-03-05
Antigua and Barbuda,"9,106",,146,,"8,954",,6,1,"91,509","1,467","18,901","189,943","99,509",North America,2023-03-05
Comoros,"9,001",,161,,"8,838",,2,,"9,919",177,,,"907,419",Africa,2023-03-05
Guinea-Bissau,"8,960",,176,,"8,660",,124,6,"4,342",85,"145,231","70,385","2,063,367",Africa,2023-03-05
Liberia,"8,090",,295,,"7,783",,12,2,"1,525",56,"139,824","26,356","5,305,117",Africa,2023-03-05
Sierra Leone,"7,760",,126,,,,,,934,15,"259,958","31,296","8,306,436",Africa,2023-03-05
Chad,"7,678",,194,,"4,874",,"2,610",,441,11,"191,341","10,988","17,413,580",Africa,2023-03-05
British Virgin Islands,"7,305",,64,,,,,,"238,757","2,092","107,339","3,508,269","30,596",North America,2023-03-05
Cook Islands,"7,030",,2,,"7,027",,1,,"400,091",114,"19,690","1,120,596","17,571",Australia/Oceania,2023-03-05
Saint Kitts and Nevis,"6,597",,47,,"6,548",,2,,"122,459",872,"126,932","2,356,221","53,871",North America,2023-03-05
Turks and Caicos,"6,551",,38,,"6,491",,22,4,"164,842",956,"611,527","15,387,811","39,741",North America,2023-03-05
Sao Tome and Principe,"6,281",,77,,"6,204",,0,,"27,587",338,"29,036","127,530","227,679",Africa,2023-03-05
Palau,"5,989",,9,,"5,976",,4,,"328,470",494,"69,136","3,791,806","18,233",Australia/Oceania,2023-03-05
St. Barth,"5,439",,6,,,,,,"546,908",603,"78,646","7,908,095","9,945",North America,2023-03-05
Nauru,"5,247",,1,,"5,075",,171,,"481,244",92,"20,509","1,881,042","10,903",Australia/Oceania,2023-03-05
Kiribati,"5,013",,18,,"2,703",,"2,292",3,"40,618",146,,,"123,419",Australia/Oceania,2023-03-05
Anguilla,"3,904",,12,,"3,879",,13,4,"256,336",788,"51,382","3,373,736","15,230",North America,2023-03-05
Macao,"3,514",,121,,"3,391",,2,,"5,264",181,"7,850","11,760","667,490",Asia,2023-03-05
Saint Pierre Miquelon,"3,452",,2,,"2,449",,"1,001",1,"599,410",347,"25,400","4,410,488","5,759",North America,2023-03-05
Wallis and Futuna,"3,427",,7,,438,,"2,982",,"312,056",637,"20,508","1,867,419","10,982",Australia/Oceania,2023-03-05
Tuvalu,"2,805",,,,,,"2,805",,"232,471",,,,"12,066",Australia/Oceania,2023-03-05
Saint Helena,"2,166",,,,2,,"2,164",,"354,211",,,,"6,115",Africa,2023-03-05
Falkland Islands,"1,930",,,,"1,930",,0,,"545,352",,"8,632","2,439,107","3,539",South America,2023-03-05
Montserrat,"1,403",,8,,"1,376",,19,,"282,578","1,611","17,762","3,577,442","4,965",North America,2023-03-05
Niue,790,,,,784,,6,,"487,053",,,,"1,622",Australia/Oceania,2023-03-05
Diamond Princess,712,,13,,699,,0,,,,,,,,2023-03-05
Vatican City,29,,,,29,,0,,"36,295",,,,799,Europe,2023-03-05
Western Sahara,10,,1,,9,,0,,16,2,,,"626,161",Africa,2023-03-05
MS Zaandam,9,,2,,7,,0,,,,,,,,2023-03-05
Tokelau,5,,,,,,5,,"3,628",,,,"1,378",Australia/Oceania,2023-03-05
Asia,"214,377,751","+21,797","1,536,827",50.0,"199,020,215","+31,624","13,820,709","15,485",,,,,,Asia,2023-03-02
North America,"124,656,575",,"1,611,890",,"119,889,083","+1,530","3,155,602","7,681",,,,,,North America,2023-03-02
Europe,"246,390,097","+18,589","2,017,639",68.0,"241,956,714","+36,714","2,415,744","6,489",,,,,,Europe,2023-03-02
South America,"68,023,599",+248,"1,350,756",9.0,"66,282,690",+319,"390,153","10,190",,,,,,South America,2023-03-02
Oceania,"13,996,345",,"26,116",,"13,834,566",,"135,663",64,,,,,,Australia/Oceania,2023-03-02
Africa,"12,795,069",,"258,590",,"12,076,113",,"460,366",548,,,,,,Africa,2023-03-02
,721,,15,,706,,0,0,,,,,,,2023-03-02
World,"680,372,786","+111,075","6,803,002",668.0,"653,140,614","+135,806","20,429,170","40,472","87,285",872.8,,,,All,2023-03-02
China,"503,302",,"5,272",,"379,053",,"118,977","7,557",347,4,"160,000,000","110,461","1,448,471,400",Asia,2023-03-02
USA,"105,384,017","+10,500","1,146,630",130.0,"102,790,152","+42,067","1,447,235","2,561","314,762","3,425","1,167,463,368","3,486,992","334,805,269",North America,2023-03-02
India,"44,687,162",+283,"530,772",,"44,153,865",+197,"2,525",,"31,769",377,"918,891,634","653,257","1,406,631,776",Asia,2023-03-02
France,"39,630,952","+4,196","165,009",21.0,"39,394,139","+3,341","71,804",869,"604,273","2,516","271,490,188","4,139,547","65,584,518",Europe,2023-03-02
Germany,"38,202,571","+12,617","168,296",121.0,"37,729,600","+13,900","304,675",,"455,424","2,006","122,332,384","1,458,359","83,883,596",Europe,2023-03-02
Brazil,"37,066,791","+3,327","699,230",33.0,"36,241,001",,"126,560",,"172,121","3,247","63,776,166","296,146","215,353,593",South America,2023-03-02
Japan,"33,230,544","+11,506","72,573",87.0,"21,687,770","+2,053","11,470,201",141,"264,606",578,"95,386,077","759,535","125,584,838",Asia,2023-03-02
S. Korea,"30,533,573","+7,561","34,003",15.0,"30,316,211","+12,040","183,359",129,"594,850",662,"15,804,065","307,892","51,329,899",Asia,2023-03-02
Italy,"25,576,852",,"188,094",,"25,219,653",,"169,105",133,"424,422","3,121","267,663,187","4,441,601","60,262,770",Europe,2023-03-02
UK,"24,341,615",,"206,246",,"24,094,535","+3,210","40,834",,"355,363","3,011","522,526,476","7,628,357","68,497,907",Europe,2023-03-02
Russia,"22,300,004","+14,096","396,176",39.0,"21,645,346","+13,937","258,482",,"152,943","2,717","273,400,000","1,875,095","145,805,947",Europe,2023-03-02
Turkey,"17,042,722",,"101,492",,,,,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,2023-03-02
Spain,"13,763,336",,"119,380",,"13,607,068",,"36,888",231,"294,597","2,555","471,036,328","10,082,298","46,719,142",Europe,2023-03-02
Vietnam,"11,526,937",+11,"43,186",,"10,614,783",+6,"868,968",4,"116,488",436,"85,826,548","867,342","98,953,541",Asia,2023-03-02
Australia,"11,382,795","+2,739","19,447",13.0,"11,330,039","+2,538","33,309",36,"436,645",746,"78,835,048","3,024,116","26,068,792",Australia/Oceania,2023-03-02
Taiwan,"10,069,538","+14,102","18,010",35.0,"9,755,633","+19,583","295,895",,"421,521",754,"30,742,304","1,286,903","23,888,595",Asia,2023-03-02
Argentina,"10,044,125",,"130,463",,"9,909,866",,"3,796",363,"218,302","2,836","35,716,069","776,264","46,010,234",South America,2023-03-02
Netherlands,"8,596,296",,"22,992",,"8,559,002",+186,"14,302",53,"499,452","1,336","25,984,435","1,509,718","17,211,447",Europe,2023-03-02
Iran,"7,569,261",+358,"144,864",6.0,"7,339,518",+61,"84,879",312,"87,991","1,684","55,034,937","639,771","86,022,837",Asia,2023-03-02
Mexico,"7,459,860","+8,431","333,038",50.0,"6,696,871","+5,957","429,951",,"56,702","2,531","19,572,325","148,768","131,562,772",North America,2023-03-02
Indonesia,"6,736,576",+278,"160,920",4.0,"6,572,098",+253,"3,558",,"24,134",576,"114,158,919","408,975","279,134,505",Asia,2023-03-02
Poland,"6,425,492","+3,028","118,924",26.0,"5,335,940",,"970,628",696,"170,258","3,151","38,288,150","1,014,530","37,739,785",Europe,2023-03-02
Colombia,"6,360,089",,"142,629",,"6,183,658",,"33,802",342,"123,466","2,769","36,951,507","717,327","51,512,762",South America,2023-03-02
Austria,"5,926,148","+6,217","21,899",2.0,"5,845,030","+3,252","59,219",81,"653,616","2,415","211,273,524","23,302,116","9,066,710",Europe,2023-03-02
Greece,"5,871,458",,"36,185",,"5,806,578","+1,598","28,695",115,"569,125","3,507","102,228,365","9,909,078","10,316,637",Europe,2023-03-02
Portugal,"5,568,084",,"26,180",,"5,537,727",,"4,177",61,"549,090","2,582","45,980,330","4,534,294","10,140,570",Europe,2023-03-02
Ukraine,"5,389,439",,"111,235",,"5,265,637",,"12,567",,"124,778","2,575","32,603,805","754,855","43,192,122",Europe,2023-03-02
Chile,"5,172,090","+2,951","64,197",20.0,"5,101,501","+1,963","6,392",82,"268,677","3,335","48,470,891","2,517,943","19,250,195",South America,2023-03-02
Malaysia,"5,043,252",+244,"36,965",5.0,"4,996,818",,"9,469",7,"151,992","1,114","68,217,426","2,055,914","33,181,072",Asia,2023-03-02
Israel,"4,800,397",+757,"12,303",11.0,"4,781,252",,"6,842",57,"514,733","1,319","41,373,364","4,436,346","9,326,000",Asia,2023-03-02
DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,636",3,,,"25,990,679",Asia,2023-03-02
Thailand,"4,728,035",,"33,911",,"4,692,636",,"1,488",,"67,468",484,"17,270,775","246,450","70,078,203",Asia,2023-03-02
Belgium,"4,727,795","+1,449","33,775",8.0,"4,660,013",+558,"34,007",43,"405,184","2,895","36,752,058","3,149,741","11,668,278",Europe,2023-03-02
Czechia,"4,611,985",+979,"42,446",1.0,"4,558,503",+173,"11,036",36,"429,550","3,953","57,008,620","5,309,655","10,736,784",Europe,2023-03-02
Canada,"4,591,149",,"51,249",,"4,502,066","+1,530","37,834",99,"119,597","1,335","66,343,123","1,728,207","38,388,419",North America,2023-03-02
Peru,"4,486,282",+248,"219,448",9.0,"4,264,923",+325,"1,911",36,"133,187","6,515","38,053,752","1,129,721","33,684,208",South America,2023-03-02
Switzerland,"4,391,007",,"14,452",,"4,373,026","+1,777","3,529",39,"500,477","1,647","23,833,472","2,716,487","8,773,637",Europe,2023-03-02
Philippines,"4,076,570",+166,"66,126",8.0,"4,001,136",+66,"9,308",162,"36,233",588,"34,611,586","307,634","112,508,994",Asia,2023-03-02
South Africa,"4,064,457",+594,"102,595",,"3,912,506",,"49,356",192,"66,898","1,689","26,795,090","441,027","60,756,135",Africa,2023-03-02
Romania,"3,340,342",,"67,704",,"3,263,301",,"9,337",115,"175,518","3,558","26,676,248","1,401,701","19,031,335",Europe,2023-03-02
Denmark,"3,175,332",+68,"8,272",3.0,"3,166,156",+76,904,19,"544,192","1,418","129,198,860","22,142,239","5,834,950",Europe,2023-03-02
Hong Kong,"2,883,528",+75,"13,460",,"2,851,147","+2,292","18,921",28,"379,197","1,770","76,127,725","10,011,143","7,604,299",Asia,2023-03-02
Sweden,"2,698,535",,"23,703",,"2,671,071",+424,"3,761",8,"264,071","2,320","19,477,620","1,906,026","10,218,971",Europe,2023-03-02
Serbia,"2,494,381","+1,818","17,839",13.0,"2,461,837",+933,"14,705",10,"288,267","2,062","12,415,033","1,434,764","8,653,016",Europe,2023-03-02
Iraq,"2,465,545",,"25,375",,"2,439,497",,673,21,"58,474",602,"19,544,451","463,523","42,164,965",Asia,2023-03-02
Singapore,"2,230,570",,"1,722",,"2,149,583",,"79,265",1,"375,293",290,"24,756,666","4,165,302","5,943,546",Asia,2023-03-02
New Zealand,"2,216,852",,"3,904",,"2,205,354",,"7,594",,"452,585",797,"7,768,604","1,586,011","4,898,203",Australia/Oceania,2023-03-02
Hungary,"2,195,926",,"48,751",,"2,143,184",,"3,991",13,"228,593","5,075","11,394,556","1,186,160","9,606,259",Europe,2023-03-02
Bangladesh,"2,037,829",,"29,445",,"1,998,448",,"9,936",,"12,138",175,"15,254,399","90,862","167,885,689",Asia,2023-03-02
Slovakia,"1,863,115",+93,"21,026",2.0,"1,840,899",+90,"1,190",20,"341,218","3,851","7,404,376","1,356,065","5,460,193",Europe,2023-03-02
Georgia,"1,825,598",,"16,965",,"1,776,548",,"32,085",,"459,995","4,275","16,920,079","4,263,340","3,968,738",Asia,2023-03-02
Jordan,"1,746,997",,"14,122",,"1,731,007",,"1,868",59,"169,597","1,371","17,201,885","1,669,945","10,300,869",Asia,2023-03-02
Ireland,"1,703,850",,"8,691",,"1,692,126",,"3,033",13,"339,399","1,731","13,031,576","2,595,829","5,020,199",Europe,2023-03-02
Pakistan,"1,577,031",+32,"30,643",,"1,538,689",,"7,699",12,"6,872",134,"30,570,862","133,213","229,488,994",Asia,2023-03-02
Norway,"1,479,149",+62,"5,213",,"1,473,259",,677,20,"268,381",946,"11,002,430","1,996,315","5,511,370",Europe,2023-03-02
Finland,"1,462,976",+2,"8,936",,"1,451,956",+92,"2,084",21,"263,364","1,609","12,047,792","2,168,835","5,554,960",Europe,2023-03-02
Kazakhstan,"1,408,038",+96,"13,846",,"1,383,020",,"11,172",24,"73,316",721,"11,575,012","602,707","19,205,043",Asia,2023-03-02
Slovenia,"1,329,079",+398,"7,071",,"1,317,563",,"4,445",6,"639,585","3,403","2,838,261","1,365,840","2,078,034",Europe,2023-03-02
Lithuania,"1,305,568",+390,"9,589",,"1,290,063",+335,"5,916",6,"490,500","3,603","10,380,567","3,899,965","2,661,708",Europe,2023-03-02
Bulgaria,"1,296,913",+60,"38,217",,"1,255,709",+47,"2,987",26,"189,480","5,584","11,058,270","1,615,620","6,844,597",Europe,2023-03-02
Morocco,"1,272,471",+12,"16,296",,"1,256,104",+7,71,3,"33,688",431,"12,987,287","343,827","37,772,756",Africa,2023-03-02
Croatia,"1,268,992",,"17,971",,"1,250,549",,472,10,"312,615","4,427","5,503,682","1,355,825","4,059,286",Europe,2023-03-02
Guatemala,"1,237,086",+308,"20,176",,"1,215,806",+354,"1,104",5,"66,567","1,086","6,940,800","373,482","18,584,039",North America,2023-03-02
Lebanon,"1,232,063",,"10,832",,"1,087,587",,"133,644",74,"184,307","1,620","4,795,578","717,380","6,684,849",Asia,2023-03-02
Costa Rica,"1,204,164",,"9,230",,"860,711",,"334,223",52,"232,358","1,781","4,659,757","899,158","5,182,354",North America,2023-03-02
Bolivia,"1,193,418",+162,"22,365",,"1,158,257",+185,"12,796",220,"99,512","1,865","2,705,422","225,590","11,992,656",South America,2023-03-02
Tunisia,"1,150,962",,"29,331",,,,,44,"95,542","2,435","5,002,248","415,240","12,046,656",Africa,2023-03-02
Cuba,"1,112,609",+6,"8,530",,"1,103,988",+8,91,,"98,412",754,"14,318,929","1,266,528","11,305,652",North America,2023-03-02
Ecuador,"1,057,121",,"36,014",,"1,020,564",,543,759,"58,361","1,988","3,082,403","170,173","18,113,361",South America,2023-03-02
UAE,"1,052,247",+125,"2,349",,"1,035,365",+110,"14,533",,"104,371",233,"199,266,544","19,765,006","10,081,785",Asia,2023-03-02
Uruguay,"1,034,303",,"7,617",,"1,026,186",,500,18,"295,852","2,179","6,114,822","1,749,083","3,496,016",South America,2023-03-02
Panama,"1,031,273",,"8,604",,"1,022,299",,370,16,"231,905","1,935","7,532,271","1,693,801","4,446,964",North America,2023-03-02
Mongolia,"1,007,897",,"2,179",,"1,005,711",,7,192,"298,364",645,"4,030,048","1,193,000","3,378,078",Asia,2023-03-02
Nepal,"1,001,149",+1,"12,020",,"989,120",+3,9,,"33,123",398,"6,013,833","198,965","30,225,582",Asia,2023-03-02
Belarus,"994,037",,"7,118",,"985,592",,"1,327",,"105,381",755,"13,646,641","1,446,722","9,432,800",Europe,2023-03-02
Latvia,"976,051",+20,"6,242",,"969,485",+18,324,13,"527,927","3,376","7,865,040","4,254,047","1,848,837",Europe,2023-03-02
Saudi Arabia,"829,624",+70,"9,617",2.0,"816,815",+39,"3,192",31,"23,145",268,"45,151,519","1,259,635","35,844,909",Asia,2023-03-02
Azerbaijan,"828,628",+40,"10,122",3.0,"818,327",+17,179,,"80,448",983,"7,529,191","730,975","10,300,205",Asia,2023-03-02
Paraguay,"808,327",,"19,870",,,,,7,"110,641","2,720","2,657,506","363,751","7,305,843",South America,2023-03-02
Bahrain,"708,061",+233,"1,550",1.0,"706,013",,498,5,"396,899",869,"10,741,126","6,020,868","1,783,983",Asia,2023-03-02
Sri Lanka,"672,031",,"16,830",,"655,200",+1,1,,"31,147",780,"6,486,117","300,619","21,575,842",Asia,2023-03-02
Kuwait,"663,456",,"2,570",,"660,237",,649,,"151,463",587,"8,455,743","1,930,391","4,380,326",Asia,2023-03-02
Dominican Republic,"660,705",,"4,384",,"644,785",,"11,536",4,"59,758",397,"3,740,928","338,350","11,056,370",North America,2023-03-02
Cyprus,"649,093",,"1,305",,"642,855",,"4,933",60,"530,570","1,067","9,640,118","7,879,860","1,223,387",Asia,2023-03-02
Myanmar,"633,935",+10,"19,490",,"614,401",+1,44,,"11,479",353,"10,061,205","182,179","55,227,143",Asia,2023-03-02
Palestine,"621,008",,"5,404",,"615,445",,159,17,"116,173","1,011","3,078,533","575,907","5,345,541",Asia,2023-03-02
Estonia,"615,119",,"2,940",,"524,990",,"87,189",3,"465,326","2,224","3,675,293","2,780,290","1,321,910",Europe,2023-03-02
Moldova,"607,450",,"11,988",,"504,142",,"91,320",49,"151,364","2,987","3,216,305","801,437","4,013,171",Europe,2023-03-02
Venezuela,"552,014",+28,"5,854",,"545,891",+13,269,36,"18,861",200,"3,359,014","114,771","29,266,991",South America,2023-03-02
Egypt,"515,698",,"24,613",,"442,182",,"48,903",122,"4,858",232,"3,693,367","34,792","106,156,692",Africa,2023-03-02
Libya,"507,174",,"6,437",,"500,734",,3,,"72,034",914,"2,483,676","352,758","7,040,745",Africa,2023-03-02
Ethiopia,"500,014",+28,"7,572",,"487,273",+27,"5,169",1,"4,139",63,"5,491,134","45,452","120,812,698",Africa,2023-03-02
Qatar,"494,377",+106,686,,"493,225",+87,466,32,"165,903",230,"4,065,369","1,364,257","2,979,915",Asia,2023-03-02
Réunion,"486,588",,921,,"418,572",,"67,095",10,"535,854","1,014","1,603,660","1,766,027","908,061",Africa,2023-03-02
Honduras,"472,116",,"11,111",,,,,105,"46,190","1,087","1,633,222","159,787","10,221,247",North America,2023-03-02
Armenia,"446,819",,"8,721",,"435,162",,"2,936",,"150,345","2,934","3,242,901","1,091,164","2,971,966",Asia,2023-03-02
Bosnia and Herzegovina,"401,636",,"16,279",,"379,084",,"6,273",,"123,606","5,010","1,884,721","580,036","3,249,317",Europe,2023-03-02
Oman,"399,449",,"4,628",,"384,669",,"10,152",2,"75,028",869,"25,000,000","4,695,724","5,323,993",Asia,2023-03-02
North Macedonia,"346,852",,"9,662",,"337,068",,122,,"166,651","4,642","2,226,216","1,069,626","2,081,304",Europe,2023-03-02
Zambia,"343,079",+67,"4,057",,"338,734",+74,288,,"17,621",208,"3,937,973","202,256","19,470,234",Africa,2023-03-02
Kenya,"342,919",,"5,688",,"337,216",,15,1,"6,100",101,"3,967,062","70,569","56,215,221",Africa,2023-03-02
Albania,"334,408",,"3,596",,"329,152",,"1,660",,"116,666","1,255","1,941,032","677,173","2,866,374",Europe,2023-03-02
Botswana,"329,727",,"2,801",,"326,868",,58,1,"135,070","1,147","2,026,898","830,300","2,441,162",Africa,2023-03-02
Luxembourg,"297,757",,"1,133",,"288,991",,"7,633",,"463,528","1,764","4,412,567","6,869,188","642,371",Europe,2023-03-02
Montenegro,"288,423",+62,"2,804",,"284,931",+116,688,6,"459,309","4,465","2,718,771","4,329,598","627,950",Europe,2023-03-02
Brunei,"278,698",,225,,"243,601",,"34,872",,"625,682",505,"717,784","1,611,437","445,431",Asia,2023-03-02
